Spatial_frequency,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20
1.18E+01,8.13E-18,,,,,,,,,,,,,,,,,,,
1.18E+01,2.29E-17,,,,,,,,,,,,,,,,,,,
1.18E+01,6.56E-18,,,,,,,,,,,,,,,,,,,
1.18E+01,3.48E-17,,,,,,,,,,,,,,,,,,,
1.18E+01,4.44E-17,,,,,,,,,,,,,,,,,,,
1.18E+01,5.82E-17,,,,,,,,,,,,,,,,,,,
1.19E+01,4.55E-17,,,,,,,,,,,,,,,,,,,
1.19E+01,2.20E-17,,,,,,,,,,,,,,,,,,,
1.19E+01,1.23E-17,,,,,,,,,,,,,,,,,,,
1.19E+01,3.77E-17,,,,,,,,,,,,,,,,,,,
1.19E+01,9.54E-18,,,,,,,,,,,,,,,,,,,
1.19E+01,1.66E-17,,,,,,,,,,,,,,,,,,,
1.19E+01,5.07E-17,,,,,,,,,,,,,,,,,,,
1.20E+01,4.98E-17,,,,,,,,,,,,,,,,,,,
1.20E+01,1.66E-17,,,,,,,,,,,,,,,,,,,
1.20E+01,4.49E-17,,,,,,,,,,,,,,,,,,,
1.20E+01,2.65E-17,,,,,,,,,,,,,,,,,,,
1.20E+01,6.13E-17,,,,,,,,,,,,,,,,,,,
1.20E+01,5.60E-17,,,,,,,,,,,,,,,,,,,
1.20E+01,2.50E-17,,,,,,,,,,,,,,,,,,,
1.21E+01,1.24E-17,,,,,,,,,,,,,,,,,,,
1.21E+01,2.90E-17,,,,,,,,,,,,,,,,,,,
1.21E+01,3.98E-17,,,,,,,,,,,,,,,,,,,
1.21E+01,2.30E-17,,,,,,,,,,,,,,,,,,,
1.21E+01,2.39E-17,,,,,,,,,,,,,,,,,,,
1.21E+01,3.84E-17,,,,,,,,,,,,,,,,,,,
1.21E+01,2.50E-18,,,,,,,,,,,,,,,,,,,
1.22E+01,4.06E-17,,,,,,,,,,,,,,,,,,,
1.22E+01,4.41E-17,,,,,,,,,,,,,,,,,,,
1.22E+01,4.17E-17,,,,,,,,,,,,,,,,,,,
1.22E+01,2.37E-17,,,,,,,,,,,,,,,,,,,
1.22E+01,3.68E-17,,,,,,,,,,,,,,,,,,,
1.22E+01,5.21E-17,,,,,,,,,,,,,,,,,,,
1.22E+01,5.06E-17,,,,,,,,,,,,,,,,,,,
1.23E+01,1.14E-17,,,,,,,,,,,,,,,,,,,
1.23E+01,4.00E-17,,,,,,,,,,,,,,,,,,,
1.23E+01,1.63E-17,,,,,,,,,,,,,,,,,,,
1.23E+01,6.63E-17,,,,,,,,,,,,,,,,,,,
1.23E+01,2.01E-17,,,,,,,,,,,,,,,,,,,
1.23E+01,5.58E-17,,,,,,,,,,,,,,,,,,,
1.23E+01,5.14E-17,,,,,,,,,,,,,,,,,,,
1.24E+01,1.03E-17,,,,,,,,,,,,,,,,,,,
1.24E+01,3.45E-17,,,,,,,,,,,,,,,,,,,
1.24E+01,6.19E-17,,,,,,,,,,,,,,,,,,,
1.24E+01,5.47E-17,,,,,,,,,,,,,,,,,,,
1.24E+01,7.17E-17,,,,,,,,,,,,,,,,,,,
1.24E+01,4.34E-17,,,,,,,,,,,,,,,,,,,
1.24E+01,2.40E-17,,,,,,,,,,,,,,,,,,,
1.25E+01,5.55E-17,,,,,,,,,,,,,,,,,,,
1.25E+01,3.52E-17,,,,,,,,,,,,,,,,,,,
1.25E+01,5.97E-17,,,,,,,,,,,,,,,,,,,
1.25E+01,4.36E-17,,,,,,,,,,,,,,,,,,,
1.25E+01,5.39E-17,,,,,,,,,,,,,,,,,,,
1.25E+01,4.38E-17,,,,,,,,,,,,,,,,,,,
1.25E+01,5.53E-17,,,,,,,,,,,,,,,,,,,
1.26E+01,3.23E-17,,,,,,,,,,,,,,,,,,,
1.26E+01,4.34E-17,,,,,,,,,,,,,,,,,,,
1.26E+01,6.73E-17,,,,,,,,,,,,,,,,,,,
1.26E+01,3.34E-17,,,,,,,,,,,,,,,,,,,
1.26E+01,6.23E-17,,,,,,,,,,,,,,,,,,,
1.26E+01,7.48E-17,,,,,,,,,,,,,,,,,,,
1.26E+01,9.38E-17,,,,,,,,,,,,,,,,,,,
1.27E+01,6.93E-17,,,,,,,,,,,,,,,,,,,
1.27E+01,3.77E-17,,,,,,,,,,,,,,,,,,,
1.27E+01,6.31E-17,,,,,,,,,,,,,,,,,,,
1.27E+01,4.16E-17,,,,,,,,,,,,,,,,,,,
1.27E+01,4.09E-17,,,,,,,,,,,,,,,,,,,
1.27E+01,3.24E-17,,,,,,,,,,,,,,,,,,,
1.27E+01,2.25E-17,,,,,,,,,,,,,,,,,,,
1.28E+01,6.34E-17,,,,,,,,,,,,,,,,,,,
1.28E+01,3.58E-17,,,,,,,,,,,,,,,,,,,
1.28E+01,7.21E-17,,,,,,,,,,,,,,,,,,,
1.28E+01,8.94E-17,,,,,,,,,,,,,,,,,,,
1.28E+01,7.49E-17,,,,,,,,,,,,,,,,,,,
1.28E+01,9.58E-18,,,,,,,,,,,,,,,,,,,
1.28E+01,6.18E-17,,,,,,,,,,,,,,,,,,,
1.29E+01,5.39E-17,,,,,,,,,,,,,,,,,,,
1.29E+01,3.00E-17,,,,,,,,,,,,,,,,,,,
1.29E+01,2.51E-17,,,,,,,,,,,,,,,,,,,
1.29E+01,2.64E-17,,,,,,,,,,,,,,,,,,,
1.29E+01,5.89E-17,,,,,,,,,,,,,,,,,,,
1.29E+01,5.02E-17,,,,,,,,,,,,,,,,,,,
1.29E+01,2.33E-17,,,,,,,,,,,,,,,,,,,
1.30E+01,1.03E-16,,,,,,,,,,,,,,,,,,,
1.30E+01,3.13E-17,,,,,,,,,,,,,,,,,,,
1.30E+01,3.03E-17,,,,,,,,,,,,,,,,,,,
1.30E+01,6.15E-17,,,,,,,,,,,,,,,,,,,
1.30E+01,4.32E-17,,,,,,,,,,,,,,,,,,,
1.30E+01,6.93E-17,,,,,,,,,,,,,,,,,,,
1.30E+01,1.97E-17,,,,,,,,,,,,,,,,,,,
1.31E+01,3.01E-17,,,,,,,,,,,,,,,,,,,
1.31E+01,6.31E-17,,,,,,,,,,,,,,,,,,,
1.31E+01,2.86E-17,,,,,,,,,,,,,,,,,,,
1.31E+01,6.00E-17,,,,,,,,,,,,,,,,,,,
1.31E+01,5.59E-17,,,,,,,,,,,,,,,,,,,
1.31E+01,9.76E-18,,,,,,,,,,,,,,,,,,,
1.31E+01,7.35E-17,,,,,,,,,,,,,,,,,,,
1.32E+01,5.95E-17,,,,,,,,,,,,,,,,,,,
1.32E+01,5.81E-17,,,,,,,,,,,,,,,,,,,
1.32E+01,3.68E-17,,,,,,,,,,,,,,,,,,,
1.32E+01,6.17E-17,,,,,,,,,,,,,,,,,,,
1.32E+01,3.69E-17,,,,,,,,,,,,,,,,,,,
1.32E+01,9.41E-19,,,,,,,,,,,,,,,,,,,
1.32E+01,5.24E-17,,,,,,,,,,,,,,,,,,,
1.33E+01,8.86E-17,,,,,,,,,,,,,,,,,,,
1.33E+01,1.29E-16,,,,,,,,,,,,,,,,,,,
1.33E+01,3.59E-17,,,,,,,,,,,,,,,,,,,
1.33E+01,2.95E-17,,,,,,,,,,,,,,,,,,,
1.33E+01,4.10E-17,,,,,,,,,,,,,,,,,,,
1.33E+01,4.68E-17,,,,,,,,,,,,,,,,,,,
1.33E+01,4.50E-17,,,,,,,,,,,,,,,,,,,
1.34E+01,6.93E-18,,,,,,,,,,,,,,,,,,,
1.34E+01,3.77E-17,,,,,,,,,,,,,,,,,,,
1.34E+01,4.56E-17,,,,,,,,,,,,,,,,,,,
1.34E+01,5.80E-17,,,,,,,,,,,,,,,,,,,
1.34E+01,1.41E-17,,,,,,,,,,,,,,,,,,,
1.34E+01,5.32E-17,,,,,,,,,,,,,,,,,,,
1.34E+01,8.19E-17,,,,,,,,,,,,,,,,,,,
1.35E+01,7.65E-17,,,,,,,,,,,,,,,,,,,
1.35E+01,5.19E-17,,,,,,,,,,,,,,,,,,,
1.35E+01,4.32E-17,,,,,,,,,,,,,,,,,,,
1.35E+01,6.98E-17,,,,,,,,,,,,,,,,,,,
1.35E+01,1.83E-17,,,,,,,,,,,,,,,,,,,
1.35E+01,3.49E-17,,,,,,,,,,,,,,,,,,,
1.35E+01,7.10E-17,,,,,,,,,,,,,,,,,,,
1.36E+01,1.43E-17,,,,,,,,,,,,,,,,,,,
1.36E+01,7.64E-17,,,,,,,,,,,,,,,,,,,
1.36E+01,1.73E-17,,,,,,,,,,,,,,,,,,,
1.36E+01,1.85E-17,,,,,,,,,,,,,,,,,,,
1.36E+01,8.87E-17,,,,,,,,,,,,,,,,,,,
1.36E+01,4.90E-17,,,,,,,,,,,,,,,,,,,
1.36E+01,3.13E-17,,,,,,,,,,,,,,,,,,,
1.37E+01,4.06E-17,,,,,,,,,,,,,,,,,,,
1.37E+01,2.46E-17,,,,,,,,,,,,,,,,,,,
1.37E+01,2.91E-17,,,,,,,,,,,,,,,,,,,
1.37E+01,2.83E-17,,,,,,,,,,,,,,,,,,,
1.37E+01,6.02E-17,,,,,,,,,,,,,,,,,,,
1.37E+01,2.04E-17,,,,,,,,,,,,,,,,,,,
1.37E+01,1.28E-17,,,,,,,,,,,,,,,,,,,
1.38E+01,7.16E-17,,,,,,,,,,,,,,,,,,,
1.38E+01,4.27E-17,,,,,,,,,,,,,,,,,,,
1.38E+01,2.64E-17,,,,,,,,,,,,,,,,,,,
1.38E+01,2.01E-17,,,,,,,,,,,,,,,,,,,
1.38E+01,4.02E-17,,,,,,,,,,,,,,,,,,,
1.38E+01,8.62E-18,,,,,,,,,,,,,,,,,,,
1.38E+01,3.67E-17,,,,,,,,,,,,,,,,,,,
1.39E+01,2.32E-17,,,,,,,,,,,,,,,,,,,
1.39E+01,5.58E-17,,,,,,,,,,,,,,,,,,,
1.39E+01,4.92E-17,,,,,,,,,,,,,,,,,,,
1.39E+01,1.63E-17,,,,,,,,,,,,,,,,,,,
1.39E+01,3.35E-17,,,,,,,,,,,,,,,,,,,
1.39E+01,5.84E-17,,,,,,,,,,,,,,,,,,,
1.39E+01,8.18E-17,,,,,,,,,,,,,,,,,,,
1.40E+01,9.60E-17,,,,,,,,,,,,,,,,,,,
1.40E+01,3.30E-17,,,,,,,,,,,,,,,,,,,
1.40E+01,2.52E-17,,,,,,,,,,,,,,,,,,,
1.40E+01,6.41E-17,,,,,,,,,,,,,,,,,,,
1.40E+01,2.40E-17,,,,,,,,,,,,,,,,,,,
1.40E+01,7.66E-17,,,,,,,,,,,,,,,,,,,
1.40E+01,5.49E-17,,,,,,,,,,,,,,,,,,,
1.41E+01,2.66E-17,,,,,,,,,,,,,,,,,,,
1.41E+01,6.17E-18,,,,,,,,,,,,,,,,,,,
1.41E+01,8.64E-18,,,,,,,,,,,,,,,,,,,
1.41E+01,6.71E-17,,,,,,,,,,,,,,,,,,,
1.41E+01,9.22E-17,,,,,,,,,,,,,,,,,,,
1.41E+01,1.52E-17,,,,,,,,,,,,,,,,,,,
1.41E+01,1.16E-16,,,,,,,,,,,,,,,,,,,
1.42E+01,3.28E-17,,,,,,,,,,,,,,,,,,,
1.42E+01,6.85E-17,,,,,,,,,,,,,,,,,,,
1.42E+01,3.81E-17,,,,,,,,,,,,,,,,,,,
1.42E+01,3.43E-17,,,,,,,,,,,,,,,,,,,
1.42E+01,1.94E-17,,,,,,,,,,,,,,,,,,,
1.42E+01,7.88E-17,,,,,,,,,,,,,,,,,,,
1.42E+01,1.00E-16,,,,,,,,,,,,,,,,,,,
1.43E+01,1.89E-17,,,,,,,,,,,,,,,,,,,
1.43E+01,2.24E-17,,,,,,,,,,,,,,,,,,,
1.43E+01,5.60E-17,,,,,,,,,,,,,,,,,,,
1.43E+01,4.62E-17,,,,,,,,,,,,,,,,,,,
1.43E+01,2.44E-17,,,,,,,,,,,,,,,,,,,
1.43E+01,1.15E-16,,,,,,,,,,,,,,,,,,,
1.43E+01,7.41E-17,,,,,,,,,,,,,,,,,,,
1.44E+01,5.27E-17,,,,,,,,,,,,,,,,,,,
1.44E+01,3.97E-17,,,,,,,,,,,,,,,,,,,
1.44E+01,5.70E-17,,,,,,,,,,,,,,,,,,,
1.44E+01,6.16E-17,,,,,,,,,,,,,,,,,,,
1.44E+01,7.14E-17,,,,,,,,,,,,,,,,,,,
1.44E+01,9.40E-17,,,,,,,,,,,,,,,,,,,
1.44E+01,4.77E-17,,,,,,,,,,,,,,,,,,,
1.45E+01,4.19E-17,,,,,,,,,,,,,,,,,,,
1.45E+01,8.33E-17,,,,,,,,,,,,,,,,,,,
1.45E+01,3.92E-17,,,,,,,,,,,,,,,,,,,
1.45E+01,6.91E-17,,,,,,,,,,,,,,,,,,,
1.45E+01,3.84E-17,,,,,,,,,,,,,,,,,,,
1.45E+01,4.29E-17,,,,,,,,,,,,,,,,,,,
1.45E+01,2.26E-17,,,,,,,,,,,,,,,,,,,
1.46E+01,1.11E-16,,,,,,,,,,,,,,,,,,,
1.46E+01,6.30E-17,,,,,,,,,,,,,,,,,,,
1.46E+01,2.50E-17,,,,,,,,,,,,,,,,,,,
1.46E+01,1.28E-16,,,,,,,,,,,,,,,,,,,
1.46E+01,9.48E-18,,,,,,,,,,,,,,,,,,,
1.46E+01,8.99E-17,,,,,,,,,,,,,,,,,,,
1.46E+01,9.51E-17,,,,,,,,,,,,,,,,,,,
1.47E+01,7.95E-17,,,,,,,,,,,,,,,,,,,
1.47E+01,1.11E-16,,,,,,,,,,,,,,,,,,,
1.47E+01,3.87E-17,,,,,,,,,,,,,,,,,,,
1.47E+01,4.03E-17,,,,,,,,,,,,,,,,,,,
1.47E+01,6.88E-17,,,,,,,,,,,,,,,,,,,
1.47E+01,8.38E-17,,,,,,,,,,,,,,,,,,,
1.47E+01,3.73E-17,,,,,,,,,,,,,,,,,,,
1.48E+01,4.47E-17,,,,,,,,,,,,,,,,,,,
1.48E+01,4.69E-17,,,,,,,,,,,,,,,,,,,
1.48E+01,7.52E-17,,,,,,,,,,,,,,,,,,,
1.48E+01,1.01E-16,,,,,,,,,,,,,,,,,,,
1.48E+01,7.88E-17,,,,,,,,,,,,,,,,,,,
1.48E+01,8.91E-17,,,,,,,,,,,,,,,,,,,
1.48E+01,6.82E-17,,,,,,,,,,,,,,,,,,,
1.49E+01,2.47E-17,,,,,,,,,,,,,,,,,,,
1.49E+01,3.51E-17,,,,,,,,,,,,,,,,,,,
1.49E+01,1.88E-17,,,,,,,,,,,,,,,,,,,
1.49E+01,4.81E-17,,,,,,,,,,,,,,,,,,,
1.49E+01,1.76E-17,,,,,,,,,,,,,,,,,,,
1.49E+01,5.77E-17,,,,,,,,,,,,,,,,,,,
1.49E+01,4.59E-17,,,,,,,,,,,,,,,,,,,
1.50E+01,1.08E-16,,,,,,,,,,,,,,,,,,,
1.50E+01,4.89E-17,,,,,,,,,,,,,,,,,,,
1.50E+01,1.06E-17,,,,,,,,,,,,,,,,,,,
1.50E+01,4.55E-17,,,,,,,,,,,,,,,,,,,
1.50E+01,1.57E-17,,,,,,,,,,,,,,,,,,,
1.50E+01,7.09E-17,,,,,,,,,,,,,,,,,,,
1.50E+01,8.41E-17,,,,,,,,,,,,,,,,,,,
1.51E+01,6.46E-17,,,,,,,,,,,,,,,,,,,
1.51E+01,1.43E-17,,,,,,,,,,,,,,,,,,,
1.51E+01,5.15E-17,,,,,,,,,,,,,,,,,,,
1.51E+01,4.53E-17,,,,,,,,,,,,,,,,,,,
1.51E+01,4.95E-17,,,,,,,,,,,,,,,,,,,
1.51E+01,3.08E-17,,,,,,,,,,,,,,,,,,,
1.51E+01,3.76E-17,,,,,,,,,,,,,,,,,,,
1.52E+01,5.85E-17,,,,,,,,,,,,,,,,,,,
1.52E+01,5.48E-17,,,,,,,,,,,,,,,,,,,
1.52E+01,5.73E-18,,,,,,,,,,,,,,,,,,,
1.52E+01,4.60E-17,,,,,,,,,,,,,,,,,,,
1.52E+01,6.68E-17,,,,,,,,,,,,,,,,,,,
1.52E+01,3.75E-17,,,,,,,,,,,,,,,,,,,
1.52E+01,2.91E-17,,,,,,,,,,,,,,,,,,,
1.53E+01,5.19E-17,,,,,,,,,,,,,,,,,,,
1.53E+01,2.20E-17,,,,,,,,,,,,,,,,,,,
1.53E+01,1.82E-17,,,,,,,,,,,,,,,,,,,
1.53E+01,2.98E-17,,,,,,,,,,,,,,,,,,,
1.53E+01,5.53E-17,,,,,,,,,,,,,,,,,,,
1.53E+01,9.07E-17,,,,,,,,,,,,,,,,,,,
1.53E+01,3.17E-17,,,,,,,,,,,,,,,,,,,
1.54E+01,6.04E-18,,,,,,,,,,,,,,,,,,,
1.54E+01,1.75E-17,,,,,,,,,,,,,,,,,,,
1.54E+01,4.70E-17,,,,,,,,,,,,,,,,,,,
1.54E+01,5.73E-19,,,,,,,,,,,,,,,,,,,
1.54E+01,4.40E-17,,,,,,,,,,,,,,,,,,,
1.54E+01,2.67E-17,,,,,,,,,,,,,,,,,,,
1.54E+01,7.06E-17,,,,,,,,,,,,,,,,,,,
1.55E+01,4.89E-17,,,,,,,,,,,,,,,,,,,
1.55E+01,5.90E-17,,,,,,,,,,,,,,,,,,,
1.55E+01,1.45E-17,,,,,,,,,,,,,,,,,,,
1.55E+01,4.56E-17,,,,,,,,,,,,,,,,,,,
1.55E+01,5.04E-17,,,,,,,,,,,,,,,,,,,
1.55E+01,5.41E-17,,,,,,,,,,,,,,,,,,,
1.55E+01,4.04E-17,,,,,,,,,,,,,,,,,,,
1.56E+01,2.51E-17,,,,,,,,,,,,,,,,,,,
1.56E+01,6.46E-17,,,,,,,,,,,,,,,,,,,
1.56E+01,1.50E-17,,,,,,,,,,,,,,,,,,,
1.56E+01,6.15E-17,,,,,,,,,,,,,,,,,,,
1.56E+01,4.32E-17,,,,,,,,,,,,,,,,,,,
1.56E+01,5.58E-17,,,,,,,,,,,,,,,,,,,
1.56E+01,1.94E-17,,,,,,,,,,,,,,,,,,,
1.57E+01,2.43E-17,,,,,,,,,,,,,,,,,,,
1.57E+01,7.98E-18,,,,,,,,,,,,,,,,,,,
1.57E+01,6.63E-17,,,,,,,,,,,,,,,,,,,
1.57E+01,1.24E-17,,,,,,,,,,,,,,,,,,,
1.57E+01,3.33E-18,,,,,,,,,,,,,,,,,,,
1.57E+01,2.71E-17,,,,,,,,,,,,,,,,,,,
1.57E+01,4.02E-17,,,,,,,,,,,,,,,,,,,
1.58E+01,1.62E-17,,,,,,,,,,,,,,,,,,,
1.58E+01,1.12E-17,,,,,,,,,,,,,,,,,,,
1.58E+01,2.50E-17,,,,,,,,,,,,,,,,,,,
1.58E+01,4.46E-17,,,,,,,,,,,,,,,,,,,
1.58E+01,4.68E-17,,,,,,,,,,,,,,,,,,,
1.58E+01,1.62E-17,,,,,,,,,,,,,,,,,,,
1.58E+01,2.73E-17,,,,,,,,,,,,,,,,,,,
1.59E+01,5.07E-17,,,,,,,,,,,,,,,,,,,
1.59E+01,4.67E-17,,,,,,,,,,,,,,,,,,,
1.59E+01,1.86E-17,,,,,,,,,,,,,,,,,,,
1.59E+01,2.07E-17,,,,,,,,,,,,,,,,,,,
1.59E+01,3.02E-17,,,,,,,,,,,,,,,,,,,
1.59E+01,3.37E-17,,,,,,,,,,,,,,,,,,,
1.59E+01,2.48E-17,,,,,,,,,,,,,,,,,,,
1.60E+01,1.65E-17,,,,,,,,,,,,,,,,,,,
1.60E+01,6.04E-17,,,,,,,,,,,,,,,,,,,
1.60E+01,5.21E-17,,,,,,,,,,,,,,,,,,,
1.60E+01,3.28E-17,,,,,,,,,,,,,,,,,,,
1.60E+01,6.96E-17,,,,,,,,,,,,,,,,,,,
1.60E+01,4.03E-17,,,,,,,,,,,,,,,,,,,
1.60E+01,4.80E-17,,,,,,,,,,,,,,,,,,,
1.61E+01,3.59E-17,,,,,,,,,,,,,,,,,,,
1.61E+01,4.52E-17,,,,,,,,,,,,,,,,,,,
1.61E+01,6.36E-17,,,,,,,,,,,,,,,,,,,
1.61E+01,2.82E-17,,,,,,,,,,,,,,,,,,,
1.61E+01,4.79E-17,,,,,,,,,,,,,,,,,,,
1.61E+01,9.35E-17,,,,,,,,,,,,,,,,,,,
1.61E+01,6.37E-17,,,,,,,,,,,,,,,,,,,
1.62E+01,5.24E-17,,,,,,,,,,,,,,,,,,,
1.62E+01,6.04E-17,,,,,,,,,,,,,,,,,,,
1.62E+01,6.54E-17,,,,,,,,,,,,,,,,,,,
1.62E+01,2.35E-17,,,,,,,,,,,,,,,,,,,
1.62E+01,5.95E-17,,,,,,,,,,,,,,,,,,,
1.62E+01,3.61E-17,,,,,,,,,,,,,,,,,,,
1.62E+01,3.70E-17,,,,,,,,,,,,,,,,,,,
1.63E+01,2.49E-17,,,,,,,,,,,,,,,,,,,
1.63E+01,3.06E-17,,,,,,,,,,,,,,,,,,,
1.63E+01,6.73E-17,,,,,,,,,,,,,,,,,,,
1.63E+01,8.65E-17,,,,,,,,,,,,,,,,,,,
1.63E+01,1.26E-16,,,,,,,,,,,,,,,,,,,
1.63E+01,1.13E-16,,,,,,,,,,,,,,,,,,,
1.63E+01,6.16E-17,,,,,,,,,,,,,,,,,,,
1.64E+01,1.12E-16,,,,,,,,,,,,,,,,,,,
1.64E+01,7.16E-17,,,,,,,,,,,,,,,,,,,
1.64E+01,4.62E-17,,,,,,,,,,,,,,,,,,,
1.64E+01,4.78E-17,,,,,,,,,,,,,,,,,,,
1.64E+01,4.67E-17,,,,,,,,,,,,,,,,,,,
1.64E+01,6.27E-17,,,,,,,,,,,,,,,,,,,
1.64E+01,9.40E-17,,,,,,,,,,,,,,,,,,,
1.65E+01,4.48E-17,,,,,,,,,,,,,,,,,,,
1.65E+01,1.07E-16,,,,,,,,,,,,,,,,,,,
1.65E+01,4.63E-17,,,,,,,,,,,,,,,,,,,
1.65E+01,4.05E-17,,,,,,,,,,,,,,,,,,,
1.65E+01,2.04E-17,,,,,,,,,,,,,,,,,,,
1.65E+01,8.00E-17,,,,,,,,,,,,,,,,,,,
1.65E+01,3.35E-17,,,,,,,,,,,,,,,,,,,
1.66E+01,7.15E-17,,,,,,,,,,,,,,,,,,,
1.66E+01,7.65E-17,,,,,,,,,,,,,,,,,,,
1.66E+01,4.44E-17,,,,,,,,,,,,,,,,,,,
1.66E+01,8.72E-17,,,,,,,,,,,,,,,,,,,
1.66E+01,6.59E-17,,,,,,,,,,,,,,,,,,,
1.66E+01,5.66E-17,,,,,,,,,,,,,,,,,,,
1.66E+01,1.18E-16,,,,,,,,,,,,,,,,,,,
1.67E+01,5.12E-17,,,,,,,,,,,,,,,,,,,
1.67E+01,7.75E-17,,,,,,,,,,,,,,,,,,,
1.67E+01,5.83E-17,,,,,,,,,,,,,,,,,,,
1.67E+01,6.30E-17,,,,,,,,,,,,,,,,,,,
1.67E+01,1.63E-17,,,,,,,,,,,,,,,,,,,
1.67E+01,5.84E-17,,,,,,,,,,,,,,,,,,,
1.67E+01,6.59E-17,,,,,,,,,,,,,,,,,,,
1.68E+01,9.10E-17,,,,,,,,,,,,,,,,,,,
1.68E+01,4.59E-17,,,,,,,,,,,,,,,,,,,
1.68E+01,1.08E-17,,,,,,,,,,,,,,,,,,,
1.68E+01,3.87E-17,,,,,,,,,,,,,,,,,,,
1.68E+01,5.83E-17,,,,,,,,,,,,,,,,,,,
1.68E+01,3.58E-17,,,,,,,,,,,,,,,,,,,
1.68E+01,4.63E-17,,,,,,,,,,,,,,,,,,,
1.69E+01,6.80E-17,,,,,,,,,,,,,,,,,,,
1.69E+01,9.08E-17,,,,,,,,,,,,,,,,,,,
1.69E+01,4.45E-17,,,,,,,,,,,,,,,,,,,
1.69E+01,5.20E-17,,,,,,,,,,,,,,,,,,,
1.69E+01,7.17E-17,,,,,,,,,,,,,,,,,,,
1.69E+01,3.66E-17,,,,,,,,,,,,,,,,,,,
1.69E+01,3.71E-17,,,,,,,,,,,,,,,,,,,
1.70E+01,1.83E-17,,,,,,,,,,,,,,,,,,,
1.70E+01,6.82E-17,,,,,,,,,,,,,,,,,,,
1.70E+01,1.94E-17,,,,,,,,,,,,,,,,,,,
1.70E+01,3.56E-17,,,,,,,,,,,,,,,,,,,
1.70E+01,7.90E-17,,,,,,,,,,,,,,,,,,,
1.70E+01,3.20E-17,,,,,,,,,,,,,,,,,,,
1.70E+01,2.44E-17,,,,,,,,,,,,,,,,,,,
1.71E+01,2.20E-17,,,,,,,,,,,,,,,,,,,
1.71E+01,2.81E-17,,,,,,,,,,,,,,,,,,,
1.71E+01,4.27E-17,,,,,,,,,,,,,,,,,,,
1.71E+01,2.45E-17,,,,,,,,,,,,,,,,,,,
1.71E+01,2.80E-17,,,,,,,,,,,,,,,,,,,
1.71E+01,3.45E-17,,,,,,,,,,,,,,,,,,,
1.71E+01,5.86E-17,,,,,,,,,,,,,,,,,,,
1.72E+01,3.35E-17,,,,,,,,,,,,,,,,,,,
1.72E+01,2.34E-17,,,,,,,,,,,,,,,,,,,
1.72E+01,2.65E-17,,,,,,,,,,,,,,,,,,,
1.72E+01,3.52E-17,,,,,,,,,,,,,,,,,,,
1.72E+01,3.17E-17,,,,,,,,,,,,,,,,,,,
1.72E+01,2.99E-17,,,,,,,,,,,,,,,,,,,
1.72E+01,2.63E-17,,,,,,,,,,,,,,,,,,,
1.73E+01,3.64E-17,,,,,,,,,,,,,,,,,,,
1.73E+01,7.97E-18,,,,,,,,,,,,,,,,,,,
1.73E+01,2.18E-17,,,,,,,,,,,,,,,,,,,
1.73E+01,1.50E-18,,,,,,,,,,,,,,,,,,,
1.73E+01,5.57E-17,,,,,,,,,,,,,,,,,,,
1.73E+01,5.57E-17,,,,,,,,,,,,,,,,,,,
1.73E+01,3.15E-17,,,,,,,,,,,,,,,,,,,
1.74E+01,2.72E-17,,,,,,,,,,,,,,,,,,,
1.74E+01,3.78E-17,,,,,,,,,,,,,,,,,,,
1.74E+01,4.58E-17,,,,,,,,,,,,,,,,,,,
1.74E+01,4.54E-17,,,,,,,,,,,,,,,,,,,
1.74E+01,3.67E-17,,,,,,,,,,,,,,,,,,,
1.74E+01,6.44E-17,,,,,,,,,,,,,,,,,,,
1.74E+01,2.80E-17,,,,,,,,,,,,,,,,,,,
1.75E+01,3.69E-17,,,,,,,,,,,,,,,,,,,
1.75E+01,2.51E-17,,,,,,,,,,,,,,,,,,,
1.75E+01,8.65E-17,,,,,,,,,,,,,,,,,,,
1.75E+01,5.09E-17,,,,,,,,,,,,,,,,,,,
1.75E+01,2.74E-17,,,,,,,,,,,,,,,,,,,
1.75E+01,1.69E-17,,,,,,,,,,,,,,,,,,,
1.75E+01,6.72E-17,,,,,,,,,,,,,,,,,,,
1.76E+01,1.78E-17,,,,,,,,,,,,,,,,,,,
1.76E+01,3.44E-17,,,,,,,,,,,,,,,,,,,
1.76E+01,3.01E-17,,,,,,,,,,,,,,,,,,,
1.76E+01,5.15E-17,,,,,,,,,,,,,,,,,,,
1.76E+01,1.44E-17,,,,,,,,,,,,,,,,,,,
1.76E+01,1.04E-17,,,,,,,,,,,,,,,,,,,
1.76E+01,7.89E-17,,,,,,,,,,,,,,,,,,,
1.77E+01,7.59E-17,,,,,,,,,,,,,,,,,,,
1.77E+01,4.61E-17,,,,,,,,,,,,,,,,,,,
1.77E+01,2.72E-17,,,,,,,,,,,,,,,,,,,
1.77E+01,4.97E-17,,,,,,,,,,,,,,,,,,,
1.77E+01,2.66E-17,,,,,,,,,,,,,,,,,,,
1.77E+01,4.04E-17,,,,,,,,,,,,,,,,,,,
1.77E+01,3.11E-17,,,,,,,,,,,,,,,,,,,
1.78E+01,2.85E-17,,,,,,,,,,,,,,,,,,,
