Spatial_frequency,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20
2.38E+01,3.27E-17,,,,,,,,,,,,,,,,,,,
2.38E+01,3.29E-17,,,,,,,,,,,,,,,,,,,
2.38E+01,1.42E-17,,,,,,,,,,,,,,,,,,,
2.38E+01,5.06E-17,,,,,,,,,,,,,,,,,,,
2.38E+01,4.29E-17,,,,,,,,,,,,,,,,,,,
2.38E+01,7.15E-17,,,,,,,,,,,,,,,,,,,
2.39E+01,4.47E-17,,,,,,,,,,,,,,,,,,,
2.39E+01,3.73E-17,,,,,,,,,,,,,,,,,,,
2.39E+01,3.18E-17,,,,,,,,,,,,,,,,,,,
2.39E+01,5.61E-17,,,,,,,,,,,,,,,,,,,
2.39E+01,5.02E-17,,,,,,,,,,,,,,,,,,,
2.39E+01,2.15E-17,,,,,,,,,,,,,,,,,,,
2.39E+01,3.20E-17,,,,,,,,,,,,,,,,,,,
2.40E+01,2.64E-17,,,,,,,,,,,,,,,,,,,
2.40E+01,4.75E-17,,,,,,,,,,,,,,,,,,,
2.40E+01,9.90E-17,,,,,,,,,,,,,,,,,,,
2.40E+01,5.30E-17,,,,,,,,,,,,,,,,,,,
2.40E+01,5.56E-17,,,,,,,,,,,,,,,,,,,
2.40E+01,2.83E-17,,,,,,,,,,,,,,,,,,,
2.40E+01,6.18E-17,,,,,,,,,,,,,,,,,,,
2.41E+01,2.08E-17,,,,,,,,,,,,,,,,,,,
2.41E+01,3.05E-17,,,,,,,,,,,,,,,,,,,
2.41E+01,8.50E-17,,,,,,,,,,,,,,,,,,,
2.41E+01,2.00E-17,,,,,,,,,,,,,,,,,,,
2.41E+01,5.37E-17,,,,,,,,,,,,,,,,,,,
2.41E+01,2.71E-17,,,,,,,,,,,,,,,,,,,
2.41E+01,8.25E-17,,,,,,,,,,,,,,,,,,,
2.42E+01,2.85E-17,,,,,,,,,,,,,,,,,,,
2.42E+01,4.02E-17,,,,,,,,,,,,,,,,,,,
2.42E+01,3.49E-17,,,,,,,,,,,,,,,,,,,
2.42E+01,1.84E-17,,,,,,,,,,,,,,,,,,,
2.42E+01,7.96E-17,,,,,,,,,,,,,,,,,,,
2.42E+01,8.33E-17,,,,,,,,,,,,,,,,,,,
2.42E+01,4.90E-17,,,,,,,,,,,,,,,,,,,
2.43E+01,1.91E-17,,,,,,,,,,,,,,,,,,,
2.43E+01,8.35E-17,,,,,,,,,,,,,,,,,,,
2.43E+01,5.69E-17,,,,,,,,,,,,,,,,,,,
2.43E+01,3.35E-17,,,,,,,,,,,,,,,,,,,
2.43E+01,1.35E-17,,,,,,,,,,,,,,,,,,,
2.43E+01,2.37E-17,,,,,,,,,,,,,,,,,,,
2.43E+01,5.84E-17,,,,,,,,,,,,,,,,,,,
2.44E+01,2.93E-17,,,,,,,,,,,,,,,,,,,
2.44E+01,2.34E-17,,,,,,,,,,,,,,,,,,,
2.44E+01,1.94E-17,,,,,,,,,,,,,,,,,,,
2.44E+01,2.87E-17,,,,,,,,,,,,,,,,,,,
2.44E+01,6.00E-17,,,,,,,,,,,,,,,,,,,
2.44E+01,3.53E-17,,,,,,,,,,,,,,,,,,,
2.44E+01,1.35E-17,,,,,,,,,,,,,,,,,,,
2.45E+01,6.08E-18,,,,,,,,,,,,,,,,,,,
2.45E+01,2.89E-17,,,,,,,,,,,,,,,,,,,
2.45E+01,5.81E-17,,,,,,,,,,,,,,,,,,,
2.45E+01,4.03E-17,,,,,,,,,,,,,,,,,,,
2.45E+01,2.21E-17,,,,,,,,,,,,,,,,,,,
2.45E+01,1.20E-17,,,,,,,,,,,,,,,,,,,
2.45E+01,3.25E-17,,,,,,,,,,,,,,,,,,,
2.46E+01,2.88E-17,,,,,,,,,,,,,,,,,,,
2.46E+01,2.33E-17,,,,,,,,,,,,,,,,,,,
2.46E+01,4.60E-17,,,,,,,,,,,,,,,,,,,
2.46E+01,4.32E-17,,,,,,,,,,,,,,,,,,,
2.46E+01,3.16E-17,,,,,,,,,,,,,,,,,,,
2.46E+01,5.01E-18,,,,,,,,,,,,,,,,,,,
2.46E+01,5.61E-17,,,,,,,,,,,,,,,,,,,
2.47E+01,2.17E-17,,,,,,,,,,,,,,,,,,,
2.47E+01,5.15E-18,,,,,,,,,,,,,,,,,,,
2.47E+01,4.32E-17,,,,,,,,,,,,,,,,,,,
2.47E+01,1.77E-17,,,,,,,,,,,,,,,,,,,
2.47E+01,1.00E-17,,,,,,,,,,,,,,,,,,,
2.47E+01,3.31E-17,,,,,,,,,,,,,,,,,,,
2.47E+01,7.57E-17,,,,,,,,,,,,,,,,,,,
2.48E+01,5.01E-17,,,,,,,,,,,,,,,,,,,
2.48E+01,3.42E-17,,,,,,,,,,,,,,,,,,,
2.48E+01,1.85E-17,,,,,,,,,,,,,,,,,,,
2.48E+01,4.01E-17,,,,,,,,,,,,,,,,,,,
2.48E+01,3.11E-17,,,,,,,,,,,,,,,,,,,
2.48E+01,2.36E-17,,,,,,,,,,,,,,,,,,,
2.48E+01,1.87E-17,,,,,,,,,,,,,,,,,,,
2.49E+01,3.73E-17,,,,,,,,,,,,,,,,,,,
2.49E+01,2.82E-17,,,,,,,,,,,,,,,,,,,
2.49E+01,2.43E-17,,,,,,,,,,,,,,,,,,,
2.49E+01,3.43E-17,,,,,,,,,,,,,,,,,,,
2.49E+01,3.81E-17,,,,,,,,,,,,,,,,,,,
2.49E+01,1.37E-17,,,,,,,,,,,,,,,,,,,
2.49E+01,3.10E-17,,,,,,,,,,,,,,,,,,,
2.50E+01,6.44E-17,,,,,,,,,,,,,,,,,,,
2.50E+01,5.73E-17,,,,,,,,,,,,,,,,,,,
2.50E+01,1.47E-17,,,,,,,,,,,,,,,,,,,
2.50E+01,5.61E-17,,,,,,,,,,,,,,,,,,,
2.50E+01,6.04E-17,,,,,,,,,,,,,,,,,,,
2.50E+01,4.28E-17,,,,,,,,,,,,,,,,,,,
2.50E+01,2.22E-17,,,,,,,,,,,,,,,,,,,
2.51E+01,2.38E-17,,,,,,,,,,,,,,,,,,,
2.51E+01,2.67E-17,,,,,,,,,,,,,,,,,,,
2.51E+01,2.14E-17,,,,,,,,,,,,,,,,,,,
2.51E+01,2.72E-17,,,,,,,,,,,,,,,,,,,
2.51E+01,7.01E-17,,,,,,,,,,,,,,,,,,,
2.51E+01,6.80E-17,,,,,,,,,,,,,,,,,,,
2.51E+01,2.78E-17,,,,,,,,,,,,,,,,,,,
2.52E+01,5.70E-17,,,,,,,,,,,,,,,,,,,
2.52E+01,4.22E-17,,,,,,,,,,,,,,,,,,,
2.52E+01,5.24E-17,,,,,,,,,,,,,,,,,,,
2.52E+01,3.02E-17,,,,,,,,,,,,,,,,,,,
2.52E+01,2.19E-17,,,,,,,,,,,,,,,,,,,
2.52E+01,1.34E-17,,,,,,,,,,,,,,,,,,,
2.52E+01,3.68E-17,,,,,,,,,,,,,,,,,,,
2.53E+01,2.22E-17,,,,,,,,,,,,,,,,,,,
2.53E+01,2.70E-17,,,,,,,,,,,,,,,,,,,
2.53E+01,7.00E-17,,,,,,,,,,,,,,,,,,,
2.53E+01,1.24E-17,,,,,,,,,,,,,,,,,,,
2.53E+01,3.43E-17,,,,,,,,,,,,,,,,,,,
2.53E+01,4.16E-17,,,,,,,,,,,,,,,,,,,
2.53E+01,4.55E-18,,,,,,,,,,,,,,,,,,,
2.54E+01,1.25E-17,,,,,,,,,,,,,,,,,,,
2.54E+01,3.77E-17,,,,,,,,,,,,,,,,,,,
2.54E+01,2.39E-17,,,,,,,,,,,,,,,,,,,
2.54E+01,3.79E-17,,,,,,,,,,,,,,,,,,,
2.54E+01,1.51E-17,,,,,,,,,,,,,,,,,,,
2.54E+01,6.06E-17,,,,,,,,,,,,,,,,,,,
2.54E+01,2.42E-17,,,,,,,,,,,,,,,,,,,
2.55E+01,2.61E-17,,,,,,,,,,,,,,,,,,,
2.55E+01,2.71E-17,,,,,,,,,,,,,,,,,,,
2.55E+01,3.06E-17,,,,,,,,,,,,,,,,,,,
2.55E+01,2.53E-17,,,,,,,,,,,,,,,,,,,
2.55E+01,3.19E-17,,,,,,,,,,,,,,,,,,,
2.55E+01,1.19E-17,,,,,,,,,,,,,,,,,,,
2.55E+01,1.31E-17,,,,,,,,,,,,,,,,,,,
2.56E+01,4.22E-17,,,,,,,,,,,,,,,,,,,
2.56E+01,9.30E-18,,,,,,,,,,,,,,,,,,,
2.56E+01,3.35E-17,,,,,,,,,,,,,,,,,,,
2.56E+01,1.64E-17,,,,,,,,,,,,,,,,,,,
2.56E+01,4.26E-17,,,,,,,,,,,,,,,,,,,
2.56E+01,2.03E-17,,,,,,,,,,,,,,,,,,,
2.56E+01,2.54E-17,,,,,,,,,,,,,,,,,,,
2.57E+01,2.28E-17,,,,,,,,,,,,,,,,,,,
2.57E+01,4.45E-17,,,,,,,,,,,,,,,,,,,
2.57E+01,2.65E-17,,,,,,,,,,,,,,,,,,,
2.57E+01,2.54E-17,,,,,,,,,,,,,,,,,,,
2.57E+01,6.51E-17,,,,,,,,,,,,,,,,,,,
2.57E+01,3.36E-17,,,,,,,,,,,,,,,,,,,
2.57E+01,4.30E-17,,,,,,,,,,,,,,,,,,,
2.58E+01,2.40E-17,,,,,,,,,,,,,,,,,,,
2.58E+01,2.30E-17,,,,,,,,,,,,,,,,,,,
2.58E+01,5.67E-17,,,,,,,,,,,,,,,,,,,
2.58E+01,3.35E-17,,,,,,,,,,,,,,,,,,,
2.58E+01,4.78E-17,,,,,,,,,,,,,,,,,,,
2.58E+01,7.36E-17,,,,,,,,,,,,,,,,,,,
2.58E+01,5.72E-17,,,,,,,,,,,,,,,,,,,
2.59E+01,1.11E-17,,,,,,,,,,,,,,,,,,,
2.59E+01,6.48E-17,,,,,,,,,,,,,,,,,,,
2.59E+01,6.80E-17,,,,,,,,,,,,,,,,,,,
2.59E+01,4.11E-17,,,,,,,,,,,,,,,,,,,
2.59E+01,4.25E-17,,,,,,,,,,,,,,,,,,,
2.59E+01,1.66E-17,,,,,,,,,,,,,,,,,,,
2.59E+01,4.61E-17,,,,,,,,,,,,,,,,,,,
2.60E+01,2.66E-17,,,,,,,,,,,,,,,,,,,
2.60E+01,9.29E-17,,,,,,,,,,,,,,,,,,,
2.60E+01,6.61E-17,,,,,,,,,,,,,,,,,,,
2.60E+01,1.89E-17,,,,,,,,,,,,,,,,,,,
2.60E+01,8.59E-17,,,,,,,,,,,,,,,,,,,
2.60E+01,4.12E-17,,,,,,,,,,,,,,,,,,,
2.60E+01,6.52E-17,,,,,,,,,,,,,,,,,,,
2.61E+01,2.20E-17,,,,,,,,,,,,,,,,,,,
2.61E+01,4.34E-17,,,,,,,,,,,,,,,,,,,
2.61E+01,4.84E-17,,,,,,,,,,,,,,,,,,,
2.61E+01,6.37E-18,,,,,,,,,,,,,,,,,,,
2.61E+01,3.39E-17,,,,,,,,,,,,,,,,,,,
2.61E+01,7.48E-17,,,,,,,,,,,,,,,,,,,
2.61E+01,5.23E-17,,,,,,,,,,,,,,,,,,,
2.62E+01,4.78E-17,,,,,,,,,,,,,,,,,,,
2.62E+01,3.85E-17,,,,,,,,,,,,,,,,,,,
2.62E+01,5.72E-17,,,,,,,,,,,,,,,,,,,
2.62E+01,1.06E-17,,,,,,,,,,,,,,,,,,,
2.62E+01,3.67E-17,,,,,,,,,,,,,,,,,,,
2.62E+01,3.86E-17,,,,,,,,,,,,,,,,,,,
2.62E+01,1.24E-17,,,,,,,,,,,,,,,,,,,
2.63E+01,2.10E-17,,,,,,,,,,,,,,,,,,,
2.63E+01,9.24E-18,,,,,,,,,,,,,,,,,,,
2.63E+01,2.98E-17,,,,,,,,,,,,,,,,,,,
2.63E+01,3.68E-17,,,,,,,,,,,,,,,,,,,
2.63E+01,6.32E-17,,,,,,,,,,,,,,,,,,,
2.63E+01,1.56E-17,,,,,,,,,,,,,,,,,,,
2.63E+01,4.75E-17,,,,,,,,,,,,,,,,,,,
2.64E+01,1.93E-17,,,,,,,,,,,,,,,,,,,
2.64E+01,1.38E-17,,,,,,,,,,,,,,,,,,,
2.64E+01,1.60E-17,,,,,,,,,,,,,,,,,,,
2.64E+01,2.31E-17,,,,,,,,,,,,,,,,,,,
2.64E+01,3.91E-17,,,,,,,,,,,,,,,,,,,
2.64E+01,1.04E-17,,,,,,,,,,,,,,,,,,,
2.64E+01,1.42E-17,,,,,,,,,,,,,,,,,,,
2.65E+01,2.62E-17,,,,,,,,,,,,,,,,,,,
2.65E+01,4.54E-17,,,,,,,,,,,,,,,,,,,
2.65E+01,1.53E-17,,,,,,,,,,,,,,,,,,,
2.65E+01,3.35E-18,,,,,,,,,,,,,,,,,,,
2.65E+01,3.22E-17,,,,,,,,,,,,,,,,,,,
2.65E+01,3.16E-17,,,,,,,,,,,,,,,,,,,
2.65E+01,2.07E-17,,,,,,,,,,,,,,,,,,,
2.66E+01,2.87E-17,,,,,,,,,,,,,,,,,,,
2.66E+01,4.36E-18,,,,,,,,,,,,,,,,,,,
2.66E+01,2.23E-18,,,,,,,,,,,,,,,,,,,
2.66E+01,4.93E-17,,,,,,,,,,,,,,,,,,,
2.66E+01,1.90E-17,,,,,,,,,,,,,,,,,,,
2.66E+01,1.54E-17,,,,,,,,,,,,,,,,,,,
2.66E+01,9.36E-18,,,,,,,,,,,,,,,,,,,
2.67E+01,4.21E-17,,,,,,,,,,,,,,,,,,,
2.67E+01,1.66E-17,,,,,,,,,,,,,,,,,,,
2.67E+01,6.43E-17,,,,,,,,,,,,,,,,,,,
2.67E+01,3.13E-17,,,,,,,,,,,,,,,,,,,
2.67E+01,2.15E-17,,,,,,,,,,,,,,,,,,,
2.67E+01,4.25E-17,,,,,,,,,,,,,,,,,,,
2.67E+01,7.97E-17,,,,,,,,,,,,,,,,,,,
2.68E+01,3.17E-18,,,,,,,,,,,,,,,,,,,
2.68E+01,3.93E-17,,,,,,,,,,,,,,,,,,,
2.68E+01,3.65E-17,,,,,,,,,,,,,,,,,,,
2.68E+01,1.58E-17,,,,,,,,,,,,,,,,,,,
2.68E+01,2.85E-17,,,,,,,,,,,,,,,,,,,
2.68E+01,2.24E-17,,,,,,,,,,,,,,,,,,,
2.68E+01,2.65E-17,,,,,,,,,,,,,,,,,,,
2.69E+01,4.24E-17,,,,,,,,,,,,,,,,,,,
2.69E+01,4.09E-17,,,,,,,,,,,,,,,,,,,
2.69E+01,1.46E-17,,,,,,,,,,,,,,,,,,,
2.69E+01,6.43E-17,,,,,,,,,,,,,,,,,,,
2.69E+01,1.03E-17,,,,,,,,,,,,,,,,,,,
2.69E+01,6.79E-17,,,,,,,,,,,,,,,,,,,
2.69E+01,1.31E-17,,,,,,,,,,,,,,,,,,,
2.70E+01,6.74E-17,,,,,,,,,,,,,,,,,,,
2.70E+01,7.97E-17,,,,,,,,,,,,,,,,,,,
2.70E+01,2.80E-17,,,,,,,,,,,,,,,,,,,
2.70E+01,1.78E-17,,,,,,,,,,,,,,,,,,,
2.70E+01,4.02E-17,,,,,,,,,,,,,,,,,,,
2.70E+01,4.53E-17,,,,,,,,,,,,,,,,,,,
2.70E+01,3.20E-17,,,,,,,,,,,,,,,,,,,
2.71E+01,4.50E-17,,,,,,,,,,,,,,,,,,,
2.71E+01,2.98E-17,,,,,,,,,,,,,,,,,,,
2.71E+01,5.03E-17,,,,,,,,,,,,,,,,,,,
2.71E+01,5.87E-17,,,,,,,,,,,,,,,,,,,
2.71E+01,7.92E-17,,,,,,,,,,,,,,,,,,,
2.71E+01,6.54E-17,,,,,,,,,,,,,,,,,,,
2.71E+01,1.16E-17,,,,,,,,,,,,,,,,,,,
2.72E+01,7.58E-18,,,,,,,,,,,,,,,,,,,
2.72E+01,6.05E-17,,,,,,,,,,,,,,,,,,,
2.72E+01,4.15E-17,,,,,,,,,,,,,,,,,,,
2.72E+01,5.95E-17,,,,,,,,,,,,,,,,,,,
2.72E+01,5.37E-17,,,,,,,,,,,,,,,,,,,
2.72E+01,3.12E-17,,,,,,,,,,,,,,,,,,,
2.72E+01,8.05E-17,,,,,,,,,,,,,,,,,,,
2.73E+01,4.91E-17,,,,,,,,,,,,,,,,,,,
2.73E+01,1.06E-16,,,,,,,,,,,,,,,,,,,
2.73E+01,5.25E-17,,,,,,,,,,,,,,,,,,,
2.73E+01,1.12E-17,,,,,,,,,,,,,,,,,,,
2.73E+01,2.24E-17,,,,,,,,,,,,,,,,,,,
2.73E+01,5.52E-17,,,,,,,,,,,,,,,,,,,
2.73E+01,2.17E-17,,,,,,,,,,,,,,,,,,,
2.74E+01,6.59E-17,,,,,,,,,,,,,,,,,,,
2.74E+01,1.95E-17,,,,,,,,,,,,,,,,,,,
2.74E+01,2.28E-17,,,,,,,,,,,,,,,,,,,
2.74E+01,5.06E-17,,,,,,,,,,,,,,,,,,,
2.74E+01,4.53E-17,,,,,,,,,,,,,,,,,,,
2.74E+01,6.63E-17,,,,,,,,,,,,,,,,,,,
2.74E+01,4.60E-17,,,,,,,,,,,,,,,,,,,
2.75E+01,3.37E-17,,,,,,,,,,,,,,,,,,,
2.75E+01,5.64E-17,,,,,,,,,,,,,,,,,,,
2.75E+01,4.08E-17,,,,,,,,,,,,,,,,,,,
2.75E+01,2.22E-17,,,,,,,,,,,,,,,,,,,
2.75E+01,1.03E-16,,,,,,,,,,,,,,,,,,,
2.75E+01,6.90E-17,,,,,,,,,,,,,,,,,,,
2.75E+01,3.48E-17,,,,,,,,,,,,,,,,,,,
2.76E+01,1.03E-17,,,,,,,,,,,,,,,,,,,
2.76E+01,3.06E-17,,,,,,,,,,,,,,,,,,,
2.76E+01,5.75E-17,,,,,,,,,,,,,,,,,,,
2.76E+01,6.44E-17,,,,,,,,,,,,,,,,,,,
2.76E+01,7.79E-18,,,,,,,,,,,,,,,,,,,
2.76E+01,3.64E-17,,,,,,,,,,,,,,,,,,,
2.76E+01,5.72E-17,,,,,,,,,,,,,,,,,,,
2.77E+01,5.99E-17,,,,,,,,,,,,,,,,,,,
2.77E+01,1.05E-16,,,,,,,,,,,,,,,,,,,
2.77E+01,3.05E-17,,,,,,,,,,,,,,,,,,,
2.77E+01,2.90E-17,,,,,,,,,,,,,,,,,,,
2.77E+01,4.14E-17,,,,,,,,,,,,,,,,,,,
2.77E+01,2.57E-17,,,,,,,,,,,,,,,,,,,
2.77E+01,7.30E-17,,,,,,,,,,,,,,,,,,,
2.78E+01,4.79E-17,,,,,,,,,,,,,,,,,,,
2.78E+01,2.75E-17,,,,,,,,,,,,,,,,,,,
2.78E+01,1.64E-17,,,,,,,,,,,,,,,,,,,
2.78E+01,4.68E-17,,,,,,,,,,,,,,,,,,,
2.78E+01,3.12E-17,,,,,,,,,,,,,,,,,,,
2.78E+01,1.08E-16,,,,,,,,,,,,,,,,,,,
2.78E+01,5.69E-17,,,,,,,,,,,,,,,,,,,
2.79E+01,6.81E-17,,,,,,,,,,,,,,,,,,,
2.79E+01,1.02E-16,,,,,,,,,,,,,,,,,,,
2.79E+01,7.92E-17,,,,,,,,,,,,,,,,,,,
2.79E+01,8.27E-17,,,,,,,,,,,,,,,,,,,
2.79E+01,4.79E-17,,,,,,,,,,,,,,,,,,,
2.79E+01,4.58E-17,,,,,,,,,,,,,,,,,,,
2.79E+01,2.49E-17,,,,,,,,,,,,,,,,,,,
2.80E+01,4.79E-17,,,,,,,,,,,,,,,,,,,
2.80E+01,1.26E-17,,,,,,,,,,,,,,,,,,,
2.80E+01,8.65E-17,,,,,,,,,,,,,,,,,,,
2.80E+01,5.54E-17,,,,,,,,,,,,,,,,,,,
2.80E+01,9.53E-17,,,,,,,,,,,,,,,,,,,
2.80E+01,3.92E-17,,,,,,,,,,,,,,,,,,,
2.80E+01,4.34E-17,,,,,,,,,,,,,,,,,,,
2.81E+01,3.93E-17,,,,,,,,,,,,,,,,,,,
2.81E+01,3.02E-17,,,,,,,,,,,,,,,,,,,
2.81E+01,6.23E-17,,,,,,,,,,,,,,,,,,,
2.81E+01,3.66E-17,,,,,,,,,,,,,,,,,,,
2.81E+01,3.00E-17,,,,,,,,,,,,,,,,,,,
2.81E+01,5.29E-17,,,,,,,,,,,,,,,,,,,
2.81E+01,3.40E-17,,,,,,,,,,,,,,,,,,,
2.82E+01,1.05E-16,,,,,,,,,,,,,,,,,,,
2.82E+01,6.48E-17,,,,,,,,,,,,,,,,,,,
2.82E+01,1.73E-17,,,,,,,,,,,,,,,,,,,
2.82E+01,5.20E-17,,,,,,,,,,,,,,,,,,,
2.82E+01,1.83E-18,,,,,,,,,,,,,,,,,,,
2.82E+01,6.93E-17,,,,,,,,,,,,,,,,,,,
2.82E+01,9.75E-17,,,,,,,,,,,,,,,,,,,
2.83E+01,1.27E-16,,,,,,,,,,,,,,,,,,,
2.83E+01,3.03E-17,,,,,,,,,,,,,,,,,,,
2.83E+01,0.00E+00,,,,,,,,,,,,,,,,,,,
2.83E+01,4.03E-17,,,,,,,,,,,,,,,,,,,
2.83E+01,9.56E-17,,,,,,,,,,,,,,,,,,,
2.83E+01,1.08E-16,,,,,,,,,,,,,,,,,,,
2.83E+01,9.37E-17,,,,,,,,,,,,,,,,,,,
2.84E+01,1.92E-18,,,,,,,,,,,,,,,,,,,
2.84E+01,8.02E-17,,,,,,,,,,,,,,,,,,,
2.84E+01,5.32E-17,,,,,,,,,,,,,,,,,,,
2.84E+01,7.08E-17,,,,,,,,,,,,,,,,,,,
2.84E+01,6.75E-17,,,,,,,,,,,,,,,,,,,
2.84E+01,3.37E-17,,,,,,,,,,,,,,,,,,,
2.84E+01,4.18E-17,,,,,,,,,,,,,,,,,,,
2.85E+01,3.05E-17,,,,,,,,,,,,,,,,,,,
2.85E+01,3.75E-17,,,,,,,,,,,,,,,,,,,
2.85E+01,5.82E-17,,,,,,,,,,,,,,,,,,,
2.85E+01,5.18E-17,,,,,,,,,,,,,,,,,,,
2.85E+01,4.98E-17,,,,,,,,,,,,,,,,,,,
2.85E+01,7.69E-17,,,,,,,,,,,,,,,,,,,
2.85E+01,4.77E-17,,,,,,,,,,,,,,,,,,,
2.86E+01,5.15E-17,,,,,,,,,,,,,,,,,,,
2.86E+01,7.46E-17,,,,,,,,,,,,,,,,,,,
2.86E+01,7.49E-17,,,,,,,,,,,,,,,,,,,
2.86E+01,2.77E-17,,,,,,,,,,,,,,,,,,,
2.86E+01,1.58E-17,,,,,,,,,,,,,,,,,,,
2.86E+01,3.05E-17,,,,,,,,,,,,,,,,,,,
2.86E+01,7.04E-17,,,,,,,,,,,,,,,,,,,
2.87E+01,7.79E-17,,,,,,,,,,,,,,,,,,,
2.87E+01,9.50E-17,,,,,,,,,,,,,,,,,,,
2.87E+01,7.02E-17,,,,,,,,,,,,,,,,,,,
2.87E+01,2.72E-17,,,,,,,,,,,,,,,,,,,
2.87E+01,6.25E-17,,,,,,,,,,,,,,,,,,,
2.87E+01,2.73E-17,,,,,,,,,,,,,,,,,,,
2.87E+01,5.66E-17,,,,,,,,,,,,,,,,,,,
2.88E+01,3.41E-17,,,,,,,,,,,,,,,,,,,
2.88E+01,7.77E-17,,,,,,,,,,,,,,,,,,,
2.88E+01,2.79E-17,,,,,,,,,,,,,,,,,,,
2.88E+01,9.27E-17,,,,,,,,,,,,,,,,,,,
2.88E+01,5.14E-17,,,,,,,,,,,,,,,,,,,
2.88E+01,5.34E-17,,,,,,,,,,,,,,,,,,,
2.88E+01,2.42E-17,,,,,,,,,,,,,,,,,,,
2.89E+01,8.61E-18,,,,,,,,,,,,,,,,,,,
2.89E+01,7.28E-17,,,,,,,,,,,,,,,,,,,
2.89E+01,6.22E-17,,,,,,,,,,,,,,,,,,,
2.89E+01,4.91E-17,,,,,,,,,,,,,,,,,,,
2.89E+01,6.11E-17,,,,,,,,,,,,,,,,,,,
2.89E+01,6.06E-17,,,,,,,,,,,,,,,,,,,
2.89E+01,4.74E-17,,,,,,,,,,,,,,,,,,,
2.90E+01,5.30E-17,,,,,,,,,,,,,,,,,,,
2.90E+01,4.58E-17,,,,,,,,,,,,,,,,,,,
2.90E+01,9.39E-18,,,,,,,,,,,,,,,,,,,
2.90E+01,3.03E-17,,,,,,,,,,,,,,,,,,,
2.90E+01,2.98E-17,,,,,,,,,,,,,,,,,,,
2.90E+01,2.29E-17,,,,,,,,,,,,,,,,,,,
2.90E+01,8.36E-17,,,,,,,,,,,,,,,,,,,
2.91E+01,4.68E-17,,,,,,,,,,,,,,,,,,,
2.91E+01,1.97E-17,,,,,,,,,,,,,,,,,,,
2.91E+01,7.69E-17,,,,,,,,,,,,,,,,,,,
2.91E+01,4.50E-17,,,,,,,,,,,,,,,,,,,
2.91E+01,4.44E-17,,,,,,,,,,,,,,,,,,,
2.91E+01,1.87E-17,,,,,,,,,,,,,,,,,,,
2.91E+01,8.98E-18,,,,,,,,,,,,,,,,,,,
2.92E+01,1.61E-17,,,,,,,,,,,,,,,,,,,
2.92E+01,6.85E-17,,,,,,,,,,,,,,,,,,,
2.92E+01,2.58E-17,,,,,,,,,,,,,,,,,,,
2.92E+01,3.06E-17,,,,,,,,,,,,,,,,,,,
2.92E+01,4.55E-17,,,,,,,,,,,,,,,,,,,
2.92E+01,4.49E-17,,,,,,,,,,,,,,,,,,,
2.92E+01,2.35E-17,,,,,,,,,,,,,,,,,,,
2.93E+01,2.72E-17,,,,,,,,,,,,,,,,,,,
2.93E+01,4.45E-17,,,,,,,,,,,,,,,,,,,
2.93E+01,1.76E-17,,,,,,,,,,,,,,,,,,,
2.93E+01,2.02E-17,,,,,,,,,,,,,,,,,,,
2.93E+01,5.47E-18,,,,,,,,,,,,,,,,,,,
2.93E+01,3.18E-17,,,,,,,,,,,,,,,,,,,
2.93E+01,1.63E-17,,,,,,,,,,,,,,,,,,,
2.94E+01,4.76E-17,,,,,,,,,,,,,,,,,,,
2.94E+01,2.77E-17,,,,,,,,,,,,,,,,,,,
2.94E+01,4.87E-17,,,,,,,,,,,,,,,,,,,
2.94E+01,1.02E-17,,,,,,,,,,,,,,,,,,,
2.94E+01,3.40E-17,,,,,,,,,,,,,,,,,,,
2.94E+01,4.98E-17,,,,,,,,,,,,,,,,,,,
2.94E+01,4.82E-17,,,,,,,,,,,,,,,,,,,
2.95E+01,2.62E-17,,,,,,,,,,,,,,,,,,,
2.95E+01,2.69E-17,,,,,,,,,,,,,,,,,,,
2.95E+01,7.36E-17,,,,,,,,,,,,,,,,,,,
2.95E+01,3.85E-17,,,,,,,,,,,,,,,,,,,
2.95E+01,2.95E-17,,,,,,,,,,,,,,,,,,,
2.95E+01,1.83E-17,,,,,,,,,,,,,,,,,,,
2.95E+01,4.30E-17,,,,,,,,,,,,,,,,,,,
2.96E+01,1.94E-17,,,,,,,,,,,,,,,,,,,
2.96E+01,1.44E-17,,,,,,,,,,,,,,,,,,,
2.96E+01,1.07E-17,,,,,,,,,,,,,,,,,,,
2.96E+01,5.64E-17,,,,,,,,,,,,,,,,,,,
2.96E+01,3.07E-17,,,,,,,,,,,,,,,,,,,
2.96E+01,3.48E-17,,,,,,,,,,,,,,,,,,,
2.96E+01,3.56E-18,,,,,,,,,,,,,,,,,,,
2.97E+01,3.37E-17,,,,,,,,,,,,,,,,,,,
2.97E+01,2.63E-18,,,,,,,,,,,,,,,,,,,
2.97E+01,3.15E-17,,,,,,,,,,,,,,,,,,,
2.97E+01,2.69E-17,,,,,,,,,,,,,,,,,,,
2.97E+01,3.43E-17,,,,,,,,,,,,,,,,,,,
2.97E+01,4.50E-17,,,,,,,,,,,,,,,,,,,
2.97E+01,1.23E-17,,,,,,,,,,,,,,,,,,,
2.98E+01,4.46E-17,,,,,,,,,,,,,,,,,,,
